archive_item,archive_name,issue_code,year,variant,normalized_title,representative_title,source_kinds,confidence,content_kind,clean_reason,game_id,source_title,source_normalized_title,observed_title_variants,source_normalized_variants,occurrence_count_in_issue,content_class,content_form,content_kinds_merged,content_forms_merged,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,match_action,match_notes,data_quality_score
cbs-2000-09,2008/CBS022008DVD.7z,CBS022008DVD,2008,DVD,shot online,Shot Online,disc-metadata-value,high,unknown,multiword,shotonline,Shot Online,shot online,Shot Online,shot online,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shot+Online&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVD.7z,CBS022008DVD,2008,DVD,sinking island mord im paradies,Sinking Island Mord im Paradies,disc-metadata-value,high,unknown,multiword,sinkingislandmordimparadies,Sinking Island Mord im Paradies,sinking island mord im paradies,Sinking Island Mord im Paradies; Sinking Island Mordim Paradies,sinking island mord im paradies; sinking island mordim paradies,2,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sinking+Island+Mord+im+Paradies&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVD.7z,CBS022008DVD,2008,DVD,stalker shadowof chernobyl,STALKER Shadowof Chernobyl,disc-metadata-value,high,unknown,multiword,stalkershadowofchernobyl,Stalker Shadowof Chernobylv10005,stalker shadowof chernobylv10005,Stalker Shadowof Chernobylv10005,stalker shadowof chernobylv10005,1,game,game_title,unknown,game_title,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVD.7z,CBS022008DVD,2008,DVD,timeshift,Timeshift,disc-metadata-value,high,unknown,multiword,timeshift,Time Shift v 1,time shift v 1,Time Shift v 1,time shift v 1,1,game,game_title,unknown,game_title,stripped_version_suffix,medium,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVD.7z,CBS022008DVD,2008,DVD,time shiftv 12,Time Shiftv 12,disc-metadata-value,high,unknown,multiword,timeshiftv12,Time Shiftv12,time shiftv12,Time Shiftv12,time shiftv12,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,ankh kampfder gtter,Ankh Kampfder Gtter,disc-metadata-value,high,unknown,multiword,ankhkampfdergtter,Ankh Kampfder Gtter,ankh kampfder gtter,Ankh Kampfder Gtter,ankh kampfder gtter,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,juiced hot import nights,Juiced Hot Import Nights,disc-metadata-value,high,unknown,multiword,juicedhotimportnights,Juiced Hot Import Nights,juiced hot import nights,Juiced Hot Import Nights,juiced hot import nights,1,game,game_title,unknown,game_title,,high,matched,high,Juiced 2: Hot Import Nights,juiced-2-hot-import-nights,game,2007,https://en.wikipedia.org/wiki/Juiced_2%3A_Hot_Import_Nights,Q2620589,https://www.wikidata.org/wiki/Q2620589,racing,racing video game,,retained_best_alias_match,,95
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,rail simulator,Rail Simulator,disc-metadata-value,high,unknown,multiword,railsimulator,Rail Simulator,rail simulator,Rail Simulator,rail simulator,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Rail+Simulator&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,tell das spielzum film,Tell Das Spielzum Film,disc-metadata-value,high,unknown,multiword,telldasspielzumfilm,Tell Das Spielzum Film,tell das spielzum film,Tell Das Spielzum Film,tell das spielzum film,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,universeat war angriffsziel erde,Universeat War Angriffsziel Erde,disc-metadata-value,high,unknown,multiword,universeatwarangriffszielerde,Universeat War Angriffsziel Erde,universeat war angriffsziel erde,Universeat War Angriffsziel Erde,universeat war angriffsziel erde,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Universeat+War+Angriffsziel+Erde&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2008/CBS022008DVDGold.7z,CBS022008DVDGold,2008,DVDGold,waron terror lsungsbuch,Waron Terror Lsungsbuch,disc-metadata-value,high,unknown,multiword,waronterrorlsungsbuch,Waron Terror Lsungsbuch,waron terror lsungsbuch,Waron Terror Lsungsbuch,waron terror lsungsbuch,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Waron+Terror+Lsungsbuch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,a vampyre story,A Vampyre Story,disc-metadata-value,high,unknown,multiword,avampyrestory,A Vampyre Story,a vampyre story,A Vampyre Story,a vampyre story,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,big pizza ski challenge 09 deutschland edition,Big Pizza Ski Challenge 09 Deutschland Edition,disc-metadata-value,high,unknown,multiword,bigpizzaskichallenge09deutschlandedition,Big Pizza Ski Challenge 09 Deutschland Edition,big pizza ski challenge09 deutschland,Big Pizza Ski Challenge 09 Deutschland Edition,big pizza ski challenge09 deutschland,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Big+Pizza+Ski+Challenge+09+Deutschland+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,clever,Clever,disc-metadata-value,high,unknown,singleword-titlecase,clever,Clever,clever,Clever,clever,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Clever&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,command and conquer alarmstufe rot 3,Command & Conquer: Alarmstufe Rot 3,disc-metadata-value,high,unknown,multiword,commandandconqueralarmstuferot3,Command & Conquer - Alarmstufe Rot 3 v 1,command conquer alarmstufe rot 3v 1,Command & Conquer - Alarmstufe Rot 3 v 1,command conquer alarmstufe rot 3v 1,1,game,game_title,unknown,game_title,stripped_version_suffix; display_title_backfilled_from_canonical,medium,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,game,2008,https://de.wikipedia.org/wiki/Command_%26_Conquer%3A_Alarmstufe_Rot_3,Q746351,https://www.wikidata.org/wiki/Q746351,strategy,real-time strategy,,retained_best_alias_match,,90
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,das vermachtnis testament of sin,Das Vermächtnis - Testament of Sin,disc-metadata-value,high,unknown,multiword,dasvermachtnistestamentofsin,Das Vermächtnis - Testament of Sin,das verm chtnis testament of sin,Das Vermächtnis - Testament of Sin,das verm chtnis testament of sin,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,fussball manager 09,Fußball Manager 09,disc-metadata-value,high,unknown,multiword,fussballmanager09,Fußball Manager 09,fu ball manager09,Fußball Manager 09,fu ball manager09,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,king s bounty the legend,King's Bounty: The Legend,disc-metadata-value,high,unknown,multiword,kingsbountythelegend,King's Bounty - The Legend,king s bounty the legend,King's Bounty - The Legend,king s bounty the legend,1,game,game_title,unknown,game_title,display_title_backfilled_from_canonical,high,matched,high,King's Bounty: The Legend,king-s-bounty-the-legend,game,2008,https://en.wikipedia.org/wiki/King%27s_Bounty%3A_The_Legend,Q2442910,https://www.wikidata.org/wiki/Q2442910,rpg; strategy,role-playing video game; tactical role-playing game; turn-based strategy video game,,retained_best_alias_match,,95
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,kran simulator 2009,Kran Simulator 2009,disc-metadata-value,high,unknown,multiword,kransimulator2009,Kransimulator 2009,kransimulator2009,Kransimulator 2009,kransimulator2009,1,game,game_title,unknown,game_title,split_compound_token; stripped_version_suffix,medium,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,46
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,mercedes clc dream test drive,Mercedes CLC Dream - Test Drive,disc-metadata-value,high,unknown,multiword,mercedesclcdreamtestdrive,Mercedes CLC Dream - Test Drive,mercedes clc dream test drive,Mercedes CLC Dream - Test Drive,mercedes clc dream test drive,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mercedes+CLC+Dream+-+Test+Drive&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,moto gp 08,Moto GP 08,disc-metadata-value,high,unknown,multiword,motogp08,Moto GP 08,moto gp08,Moto GP 08,moto gp08,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Moto+GP+08&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,pro evolution soccer 2009,Pro Evolution Soccer 2009,disc-metadata-value,high,unknown,multiword,proevolutionsoccer2009,Pro Evolution Soccer 2009 v 1,pro evolution soccer2009v 1,Pro Evolution Soccer 2009 v 1,pro evolution soccer2009v 1,1,game,game_title,unknown,game_title,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,sherlock holmes die spur der erwachten remastered edition,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,disc-metadata-value,high,unknown,multiword,sherlockholmesdiespurdererwachtenremasterededition,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,sherlock holmes die spur der erwachten remastered,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,sherlock holmes die spur der erwachten remastered,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Sherlock+Holmes+-+Die+Spur+der+Erwachten+-+Remastered+Edition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,vogelpiraten,Vogelpiraten,disc-metadata-value,high,unknown,singleword-titlecase,vogelpiraten,Vogelpiraten,vogelpiraten,Vogelpiraten,vogelpiraten,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vogelpiraten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVD.7z,CBS022009DVD,2009,DVD,wild life park 2,Wild Life Park 2,disc-metadata-value,high,unknown,multiword,wildlifepark2,Wild Life Park 2,wild life park 2,Wild Life Park 2,wild life park 2,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Wild+Life+Park+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2009/CBS022009DVDGold.7z,CBS022009DVDGold,2009,DVDGold,007 ein quantum trost,007 Ein Quantum Trost,disc-metadata-value,high,unknown,multiword,007einquantumtrost,007 Ein Quantum Trost,007 ein quantum trost,007 Ein Quantum Trost,007 ein quantum trost,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikipedia search results; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2009/CBS022009DVDGold.7z,CBS022009DVDGold,2009,DVDGold,command and conquer alarmstufe rot 3,Command & Conquer: Alarmstufe Rot 3,disc-metadata-value,high,unknown,multiword,commandandconqueralarmstuferot3,Command & Conquer Alarmstufe Rot 3,command conquer alarmstufe rot 3,Command & Conquer Alarmstufe Rot 3,command conquer alarmstufe rot 3,1,game,game_title,unknown,game_title,stripped_version_suffix; display_title_backfilled_from_canonical,medium,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,game,2008,https://de.wikipedia.org/wiki/Command_%26_Conquer%3A_Alarmstufe_Rot_3,Q746351,https://www.wikidata.org/wiki/Q746351,strategy,real-time strategy,,retained_best_alias_match,,90
cbs-2000-09,2009/CBS022009DVDGold.7z,CBS022009DVDGold,2009,DVDGold,spellforce 2 shadow wars,Spellforce 2 Shadow Wars,disc-metadata-value,high,unknown,multiword,spellforce2shadowwars,Spellforce 2 Shadow Wars,spellforce 2 shadow wars,Spellforce 2 Shadow Wars,spellforce 2 shadow wars,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Spellforce+2+Shadow+Wars&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2010/CBS022010DVDGold.7z,CBS022010DVDGold,2010,DVDGold,splinter cell s chaos theory,Splinter Cell's Chaos Theory,disc-metadata-value,high,unknown,multiword,splintercellschaostheory,Splinter Cell's Chaos Theory,splinter cell s chaos theory,Splinter Cell's Chaos Theory,splinter cell s chaos theory,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Splinter+Cell%27s+Chaos+Theory&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2010/CBS022010DVDGold.7z,CBS022010DVDGold,2010,DVDGold,tom clancy s splinter cell chaos theory,Tom Clancy's Splinter Cell Chaos Theory,disc-metadata-value,high,unknown,multiword,tomclancyssplintercellchaostheory,Tom Clancy's Splinter Cell Chaos Theory,tom clancy s splinter cell chaos theory,Tom Clancy's Splinter Cell Chaos Theory,tom clancy s splinter cell chaos theory,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Tom+Clancy%27s+Splinter+Cell+Chaos+Theory&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2001/CBS032001.7z,CBS032001,2001,CD,mdk,MDK,vollversion-fullversion,high,full_version,vollversion-fullversion,mdk,MDK,mdk,MDK,mdk,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=MDK&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2001/CBS032001.7z,CBS032001,2001,CD,mobility 1,Mobility 1,vollversion-fullversion,high,full_version,vollversion-fullversion,mobility1,Mobility 1,mobility 1,Mobility 1,mobility 1,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Mobility+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2002/CBS032002.7z,CBS032002,2002,CD,shadow company,Shadow Company,vollversion-fullversion,high,full_version,vollversion-fullversion,shadowcompany,Shadow Company,shadow company,Shadow Company,shadow company,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Shadow+Company&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2003/CBS032003.7z,CBS032003,2003,CD,railroad tycoon 2,Railroad Tycoon 2,vollversion-fullversion,high,full_version,vollversion-fullversion,railroadtycoon2,Railroad Tycoon 2,railroad tycoon 2,Railroad Tycoon 2,railroad tycoon 2,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Railroad+Tycoon+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2004/CBS032004 (CD1).7z,CBS032004 (CD1),2004, (CD1),autobahn raser 4,Autobahn Raser 4,vollversion-fullversion,high,full_version,vollversion-fullversion,autobahnraser4,Autobahn Raser 4,autobahn raser 4,Autobahn Raser 4,autobahn raser 4,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Autobahn+Raser+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2004/CBS032004 (CD1).7z,CBS032004 (CD1),2004, (CD1),ballerburg,Ballerburg,vollversion-fullversion,high,full_version,vollversion-fullversion,ballerburg,Ballerburg,ballerburg,Ballerburg,ballerburg,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q593241%7CQ114177234&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2004/CBS032004 (CD2).7z,CBS032004 (CD2),2004, (CD2),autobahn raser 4,Autobahn Raser 4,vollversion-fullversion,high,full_version,vollversion-fullversion,autobahnraser4,Autobahn Raser 4,autobahn raser 4,Autobahn Raser 4,autobahn raser 4,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Autobahn+Raser+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2004/CBS032004 (CD2).7z,CBS032004 (CD2),2004, (CD2),ballerburg,Ballerburg,vollversion-fullversion,high,full_version,vollversion-fullversion,ballerburg,Ballerburg,ballerburg,Ballerburg,ballerburg,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q593241%7CQ114177234&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,act of war direct action,Act of War: Direct Action,disc-metadata-value,high,unknown,multiword,actofwardirectaction,Act of War Direct Action,act of war direct action,Act of War Direct Action,act of war direct action,1,game,game_title,unknown,game_title,display_title_backfilled_from_canonical,high,matched,high,Act of War: Direct Action,act-of-war-direct-action,game,2005,https://en.wikipedia.org/wiki/Act_of_War%3A_Direct_Action,Q343120,https://www.wikidata.org/wiki/Q343120,strategy,real-time strategy,,retained_best_alias_match,,92
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,aura tor zur ewigkeit,Aura Tor zur Ewigkeit,disc-metadata-value,high,unknown,multiword,auratorzurewigkeit,Aura Tor zur Ewigkeit v 1,aura tor zur ewigkeit v 1,Aura Tor zur Ewigkeit v 1,aura tor zur ewigkeit v 1,1,game,game_title,unknown,game_title,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,battlefield vietnam,Battlefield Vietnam,disc-metadata-value,high,unknown,multiword,battlefieldvietnam,Battlefield Vietnam v 1,battlefield vietnam v 1,Battlefield Vietnam v 1,battlefield vietnam v 1,1,game,game_title,unknown,game_title,stripped_version_suffix,high,matched,high,Battlefield Vietnam,battlefield-vietnam,game,2004,https://en.wikipedia.org/wiki/Battlefield_Vietnam,Q791444,https://www.wikidata.org/wiki/Q791444,shooter,first-person shooter,,retained_best_alias_match,,92
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,beach king stunt raser,Beach King Stunt Raser,disc-metadata-value,high,unknown,multiword,beachkingstuntraser,Beach King Stunt Raser,beach king stunt raser,Beach King Stunt Raser,beach king stunt raser,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Beach+King+Stunt+Raser&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,bridge builder,Bridge Builder,disc-metadata-value,high,unknown,multiword,bridgebuilder,Bridge Builder,bridge builder,Bridge Builder,bridge builder,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bridge+Builder&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,combat flight simulator,Combat Flight Simulator,disc-metadata-value,high,unknown,multiword,combatflightsimulator,Combat Flight Simulator,combat flight simulator,Combat Flight Simulator,combat flight simulator,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,der fluch des goldes xs,Der Fluch des Goldes XS,disc-metadata-value,high,unknown,multiword,derfluchdesgoldesxs,Der Fluch des Goldes XS,der fluch des goldes xs,Der Fluch des Goldes XS,der fluch des goldes xs,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,devil may cry 3,Devil May Cry 3,disc-metadata-value,high,unknown,multiword,devilmaycry3,Devil May Cry 3,devil may cry 3,Devil May Cry 3,devil may cry 3,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q839794%7CQ3493488%7CQ112064791&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,die schlacht um mittelerde,Die Schlacht um Mittelerde,disc-metadata-value,high,unknown,multiword,dieschlachtummittelerde,Die Schlacht um Mittelerde,die schlacht um mittelerde,Die Schlacht um Mittelerde,die schlacht um mittelerde,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Schlacht+um+Mittelerde&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS032005DVD.7z,CBS032005DVD,2005,DVD,die sims 2,Die Sims 2,disc-metadata-value,high,unknown,multiword,diesims2,Die Sims 2 v 1 0 0,die sims 2v 1 0 0,Die Sims 2 v 1 0 0,die sims 2v 1 0 0,1,game,game_title,unknown,game_title,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
