archive_item,archive_name,issue_code,year,variant,normalized_title,representative_title,source_kinds,confidence,content_kind,clean_reason,game_id,source_title,source_normalized_title,observed_title_variants,source_normalized_variants,occurrence_count_in_issue,content_class,content_form,content_kinds_merged,content_forms_merged,cleanup_flags,merge_confidence,match_status,match_confidence,canonical_title,canonical_slug,entity_type,release_year,wikipedia_url,wikidata_id,wikidata_url,categories,genres,themes,match_action,match_notes,data_quality_score
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,asghan,Asghan,vollversion-fullversion,high,full_version,vollversion-fullversion,asghan,Asghan,asghan,Asghan,asghan,1,game,full_version_game,full_version,full_version_game,,high,matched,high,Asghan: The Dragon Slayer,asghan-the-dragon-slayer,game,1998,https://en.wikipedia.org/wiki/Asghan%3A_The_Dragon_Slayer,Q4804283,https://www.wikidata.org/wiki/Q4804283,action; adventure,action-adventure game,,retained_best_alias_match,,92
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,clusterball,Clusterball,vollversion-fullversion,high,full_version,vollversion-fullversion,clusterball,Clusterball,clusterball,Clusterball,clusterball,1,game,full_version_game,full_version,full_version_game,,high,matched,high,Clusterball,clusterball,game,,https://en.wikipedia.org/wiki/Clusterball,Q5136708,https://www.wikidata.org/wiki/Q5136708,other,,,retained_best_alias_match,,88
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,die siedler hiebe fur diebe,Die Siedler Hiebe für Diebe,vollversion-fullversion,high,full_version,vollversion-fullversion,diesiedlerhiebefurdiebe,Die Siedler Hiebe für Diebe,die siedler hiebe f r diebe,Die Siedler Hiebe für Diebe,die siedler hiebe f r diebe,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Siedler+Hiebe+f%C3%BCr+Diebe&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,pulleralarm,Pulleralarm,vollversion-fullversion,high,full_version,vollversion-fullversion,pulleralarm,Pulleralarm,pulleralarm,Pulleralarm,pulleralarm,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pulleralarm&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,vampirjagd,Vampirjagd,vollversion-fullversion,high,full_version,vollversion-fullversion,vampirjagd,Vampirjagd,vampirjagd,Vampirjagd,vampirjagd,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Vampirjagd&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2002/CBS012002.7z,CBS012002,2002,CD,dark project der meisterdieb,Dark Project: Der Meisterdieb,vollversion-fullversion,high,full_version,vollversion-fullversion,darkprojectdermeisterdieb,Dark Project Der Meisterdieb,dark project der meisterdieb,Dark Project Der Meisterdieb,dark project der meisterdieb,1,game,full_version_game,full_version,full_version_game,display_title_backfilled_from_canonical,high,matched,high,Dark Project: Der Meisterdieb,dark-project-der-meisterdieb,game,1998,https://de.wikipedia.org/wiki/Dark_Project%3A_Der_Meisterdieb,Q931737,https://www.wikidata.org/wiki/Q931737,action; adventure; shooter,action-adventure game; first-person shooter; stealth game,,retained_best_alias_match,,95
cbs-2000-09,2003/CBS012003.7z,CBS012003,2003,CD,pizza connection 2,Pizza Connection 2,vollversion-fullversion,high,full_version,vollversion-fullversion,pizzaconnection2,Pizza Connection 2,pizza connection 2,Pizza Connection 2,pizza connection 2,1,game,full_version_game,full_version,full_version_game,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Pizza+Connection+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2004/CBS012004.7z,CBS012004,2004,CD,cossacks european wars,Cossacks: European Wars,vollversion-fullversion,high,full_version,vollversion-fullversion,cossackseuropeanwars,Cossacks European Wars,cossacks european wars,Cossacks European Wars,cossacks european wars,1,game,full_version_game,full_version,full_version_game,display_title_backfilled_from_canonical,high,matched,high,Cossacks: European Wars,cossacks-european-wars,game,2001,https://en.wikipedia.org/wiki/Cossacks%3A_European_Wars,Q28418,https://www.wikidata.org/wiki/Q28418,strategy,real-time strategy,,retained_best_alias_match,,92
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,alternate flip,Alternate Flip,disc-metadata-value,high,unknown,multiword,alternateflip,Alternate Flip,alternate flip,Alternate Flip,alternate flip,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,antira mexiko,"Antira, Mexiko",disc-metadata-value,high,unknown,multiword,antiramexiko,"Antira, Mexiko",antira mexiko,"Antira, Mexiko",antira mexiko,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,arena wars,Arena Wars,disc-metadata-value,high,unknown,multiword,arenawars,Arena Wars v 1 1,arena wars v 1 1,Arena Wars v 1 1,arena wars v 1 1,1,game,game_title,unknown,game_title,stripped_version_suffix,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,armor digit,armor digit,disc-metadata-value,high,unknown,multiword,armordigit,armor digit,armor digit,armor digit,armor digit,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,atlantis evolution,Atlantis Evolution,disc-metadata-value,high,unknown,multiword,atlantisevolution,Atlantis Evolution,atlantis evolution,Atlantis Evolution,atlantis evolution,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,camera lock ax,camera lock ax,disc-metadata-value,high,unknown,multiword,cameralockax,camera lock ax,camera lock ax,camera lock ax,camera lock ax,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=camera+lock+ax&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chat room,CHAT ROOM,disc-metadata-value,high,unknown,multiword,chatroom,CHAT ROOM,chat room,CHAT ROOM,chat room,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=CHAT+ROOM&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk alternate flip,Chk Alternate flip,disc-metadata-value,high,unknown,multiword,chkalternateflip,Chk Alternate flip,chk alternate flip,Chk Alternate flip,chk alternate flip,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Alternate+flip&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk linseneffekte,Chk Linseneffekte,disc-metadata-value,high,unknown,multiword,chklinseneffekte,Chk Linseneffekte,chk linseneffekte,Chk Linseneffekte,chk linseneffekte,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Linseneffekte&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk partikel,Chk Partikel,disc-metadata-value,high,unknown,multiword,chkpartikel,Chk Partikel,chk partikel,Chk Partikel,chk partikel,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Partikel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk pixelzentrierung,Chk Pixelzentrierung,disc-metadata-value,high,unknown,multiword,chkpixelzentrierung,Chk Pixelzentrierung,chk pixelzentrierung,Chk Pixelzentrierung,chk pixelzentrierung,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Pixelzentrierung&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk schatten,Chk Schatten,disc-metadata-value,high,unknown,multiword,chkschatten,Chk Schatten,chk schatten,Chk Schatten,chk schatten,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Schatten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk texturen,Chk Texturen,disc-metadata-value,high,unknown,multiword,chktexturen,Chk Texturen,chk texturen,Chk Texturen,chk texturen,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Texturen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,christmas bound,Christmas Bound,disc-metadata-value,high,unknown,multiword,christmasbound,Christmas Bound,christmas bound,Christmas Bound,christmas bound,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Christmas+Bound&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,cold zero the last stand,Cold Zero The Last Stand,disc-metadata-value,high,unknown,multiword,coldzerothelaststand,Cold Zero The Last Stand,cold zero the last stand,Cold Zero The Last Stand,cold zero the last stand,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,cycek nad new game,CYCEK NAD NEW GAME,disc-metadata-value,high,unknown,multiword,cyceknadnewgame,CYCEK NAD NEW GAME,cycek nad new,CYCEK NAD NEW GAME,cycek nad new,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das ausbildungscamp,Das Ausbildungscamp,disc-metadata-value,high,unknown,multiword,dasausbildungscamp,Das Ausbildungscamp,das ausbildungscamp,Das Ausbildungscamp,das ausbildungscamp,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das bergwerk,Das Bergwerk,disc-metadata-value,high,unknown,multiword,dasbergwerk,Das Bergwerk,das bergwerk,Das Bergwerk,das bergwerk,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,demoted_raw_qid_title; wikidata_only_match; demoted_weak_alias_match,45
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das chinesische viertel,Das chinesische Viertel,disc-metadata-value,high,unknown,multiword,daschinesischeviertel,Das chinesische Viertel,das chinesische viertel,Das chinesische Viertel,das chinesische viertel,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das geheimlabor,Das Geheimlabor,disc-metadata-value,high,unknown,multiword,dasgeheimlabor,Das Geheimlabor,das geheimlabor,Das Geheimlabor,das geheimlabor,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das hafenviertel,Das Hafenviertel,disc-metadata-value,high,unknown,multiword,dashafenviertel,Das Hafenviertel,das hafenviertel,Das Hafenviertel,das hafenviertel,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der bunker,Der Bunker,disc-metadata-value,high,unknown,multiword,derbunker,Der Bunker,der bunker,Der Bunker,der bunker,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der hobbit,Der Hobbit,disc-metadata-value,high,unknown,multiword,derhobbit,Der Hobbit v 1,der hobbit v 1,Der Hobbit v 1,der hobbit v 1,1,game,game_title,unknown,game_title,stripped_version_suffix,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der trakt,Der Trakt,disc-metadata-value,high,unknown,multiword,dertrakt,Der Trakt,der trakt,Der Trakt,der trakt,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Der+Trakt&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der wohnwagen,Der Wohnwagen,disc-metadata-value,high,unknown,multiword,derwohnwagen,Der Wohnwagen,der wohnwagen,Der Wohnwagen,der wohnwagen,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Der+Wohnwagen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die fischverladestelle,Die Fischverladestelle,disc-metadata-value,high,unknown,multiword,diefischverladestelle,Die Fischverladestelle,die fischverladestelle,Die Fischverladestelle,die fischverladestelle,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Fischverladestelle&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die hazienda,Die Hazienda,disc-metadata-value,high,unknown,multiword,diehazienda,Die Hazienda,die hazienda,Die Hazienda,die hazienda,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Hazienda&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die metrostation,Die Metrostation,disc-metadata-value,high,unknown,multiword,diemetrostation,Die Metrostation,die metrostation,Die Metrostation,die metrostation,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Metrostation&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die siedler 4,Die Siedler 4,disc-metadata-value,high,unknown,multiword,diesiedler4,Die Siedler 4,die siedler 4,Die Siedler 4,die siedler 4,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Siedler+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die spedition,Die Spedition,disc-metadata-value,high,unknown,multiword,diespedition,Die Spedition,die spedition,Die Spedition,die spedition,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Die+Spedition&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dikowsk russland,"Dikowsk, Rußland",disc-metadata-value,high,unknown,multiword,dikowskrussland,"Dikowsk, Rußland",dikowsk ru land,"Dikowsk, Rußland",dikowsk ru land,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Dikowsk%2C+Ru%C3%9Fland&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dungeon lords,Dungeon Lords,disc-metadata-value,high,unknown,multiword,dungeonlords,Dungeon Lords,dungeon lords,Dungeon Lords,dungeon lords,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Dungeon+Lords&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dzial 1,dzial 1,disc-metadata-value,high,unknown,multiword,dzial1,dzial 1,dzial 1,dzial 1,dzial 1,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=dzial+1&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dzial 2,dzial 2,disc-metadata-value,high,unknown,multiword,dzial2,dzial 2,dzial 2,dzial 2,dzial 2,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=dzial+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dzial 3,dzial 3,disc-metadata-value,high,unknown,multiword,dzial3,dzial 3,dzial 3,dzial 3,dzial 3,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=dzial+3&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dzial 4,dzial 4,disc-metadata-value,high,unknown,multiword,dzial4,dzial 4,dzial 4,dzial 4,dzial 4,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=dzial+4&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,dzial 5,dzial 5,disc-metadata-value,high,unknown,multiword,dzial5,dzial 5,dzial 5,dzial 5,dzial 5,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=dzial+5&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,el coro mexiko,"El Coro, Mexiko",disc-metadata-value,high,unknown,multiword,elcoromexiko,"El Coro, Mexiko",el coro mexiko,"El Coro, Mexiko",el coro mexiko,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=El+Coro%2C+Mexiko&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,erfahrung display,ERFAHRUNG display,disc-metadata-value,high,unknown,multiword,erfahrungdisplay,ERFAHRUNG display,erfahrung display,ERFAHRUNG display,erfahrung display,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,fire department 2,Fire Department 2,disc-metadata-value,high,unknown,multiword,firedepartment2,Fire Department 2,fire department 2,Fire Department 2,fire department 2,1,game,game_title,unknown,game_title,,high,matched,high,Fire Department 2,fire-department-2,game,2004,https://de.wikipedia.org/wiki/Fire_Department_2,Q25378652,https://www.wikidata.org/wiki/Q25378652,other,,,retained_best_alias_match,,95
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,flip mysz inv,flip mysz inv,disc-metadata-value,high,unknown,multiword,flipmyszinv,flip mysz inv,flip mysz inv,flip mysz inv,flip mysz inv,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; no confident Wikimedia match; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,full spectrum warrior,Full Spectrum Warrior,disc-metadata-value,high,unknown,multiword,fullspectrumwarrior,Full Spectrum Warrior,full spectrum warrior,Full Spectrum Warrior,full spectrum warrior,1,game,game_title,unknown,game_title,,high,ambiguous,low,,,,,,,,,,,demoted_weak_alias_match,ambiguous_source_alias; multiple plausible Wikimedia entities; ambiguous_source_alias; demoted_weak_alias_match,60
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,gammakorrektur,Gammakorrektur,disc-metadata-value,high,unknown,singleword-titlecase,gammakorrektur,Gammakorrektur,gammakorrektur,Gammakorrektur,gammakorrektur,1,game,game_title,unknown,game_title,,high,matched,high,Gammakorrektur,gammakorrektur,unknown,,https://de.wikipedia.org/wiki/Gammakorrektur,Q1144257,https://www.wikidata.org/wiki/Q1144257,,,,retained_best_alias_match,,85
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,gooka,Gooka,disc-metadata-value,high,unknown,singleword-titlecase,gooka,Gooka,gooka,Gooka,gooka,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Gooka&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,grand theft auto,Grand Theft Auto,disc-metadata-value,high,unknown,multiword,grandtheftauto,Grand Theft Auto,grand theft auto,Grand Theft Auto,grand theft auto,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Grand+Theft+Auto&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,grayout grenade,grayout grenade,disc-metadata-value,high,unknown,multiword,grayoutgrenade,grayout grenade,grayout grenade,grayout grenade,grayout grenade,1,game,game_title,unknown,game_title,,high,unmatched,low,,,,,,,,,,,demoted_weak_alias_match,unmatched_source_alias; request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=grayout+grenade&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests; unmatched_source_alias; demoted_weak_alias_match,55
