archive_item,archive_name,issue_code,year,variant,normalized_title,representative_title,source_kinds,confidence,content_kind,clean_reason
cbs-2000-09,1999/CBS121999.7z,CBS121999,1999,CD,hell copter,Hell Copter,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS022000.7z,CBS022000,2000,CD,funk flitzer,Funk Flitzer,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS042000.7z,CBS042000,2000,CD,mystery island,Mystery Island,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS062000.7z,CBS062000,2000,CD,king s quest 7,King's Quest 7,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS062000.7z,CBS062000,2000,CD,thunder brigade,Thunder Brigade,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS072000.7z,CBS072000,2000,CD,castrol honda super bike,Castrol Honda Super Bike,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS082000.7z,CBS082000,2000,CD,sini star unleashed,Sini Star Unleashed,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS092000.7z,CBS092000,2000,CD,actua soccer 2,Actua Soccer 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS092000.7z,CBS092000,2000,CD,pulleralarm,Pulleralarm,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS092000.7z,CBS092000,2000,CD,vampirjagd,Vampirjagd,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS102000.7z,CBS102000,2000,CD,robo rumble,Robo Rumble,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2000/CBS112000.7z,CBS112000,2000,CD,uprising 2,Uprising 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,asghan,Asghan,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,clusterball,Clusterball,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,die siedler hiebe f r diebe,Die Siedler Hiebe für Diebe,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,pulleralarm,Pulleralarm,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS012001.7z,CBS012001,2001,CD,vampirjagd,Vampirjagd,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS022001.7z,CBS022001,2001,CD,herr der pilze,Herr der Pilze,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS022001.7z,CBS022001,2001,CD,oddworld abe s oddysee,Oddworld Abe's Oddysee,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS032001.7z,CBS032001,2001,CD,mdk,MDK,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS032001.7z,CBS032001,2001,CD,mobility 1,Mobility 1,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS042001.7z,CBS042001,2001,CD,nice 2,Nice 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS052001.7z,CBS052001,2001,CD,die v lker,Die Völker,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS052001.7z,CBS052001,2001,CD,dove,Dove,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS052001.7z,CBS052001,2001,CD,k racer,K Racer,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS062001.7z,CBS062001,2001,CD,oktoberfest zapfer,Oktoberfest Zapfer,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS062001.7z,CBS062001,2001,CD,space hockey,Space Hockey,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS062001.7z,CBS062001,2001,CD,thandor die invasion,Thandor Die Invasion,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS072001.7z,CBS072001,2001,CD,der industriegigant,Der Industriegigant,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS072001.7z,CBS072001,2001,CD,siege of avalon,Siege of Avalon,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS072001.7z,CBS072001,2001,CD,zosso bowling,Zosso Bowling,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS082001.7z,CBS082001,2001,CD,surfive,Surfive,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS082001.7z,CBS082001,2001,CD,tomb raider 2,Tomb Raider 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,athletics,Athletics,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,bike flyter,Bike Flyter,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,jumping jokers,Jumping Jokers,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,pizza syndicate,Pizza Syndicate,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,platt,Platt!,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS092001.7z,CBS092001,2001,CD,wespenjagd 2,Wespenjagd 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS102001.7z,CBS102001,2001,CD,x beyond the frontier,X Beyond the frontier,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS112001.7z,CBS112001,2001,CD,forsaken,Forsaken,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2001/CBS122001.7z,CBS122001,2001,CD,bang gunship elite,Bang! Gunship Elite,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS012002.7z,CBS012002,2002,CD,dark project der meisterdieb,Dark Project Der Meisterdieb,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS022002.7z,CBS022002,2002,CD,legacy of kain soul reaver,Legacy of Kain Soul Reaver,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS032002.7z,CBS032002,2002,CD,shadow company,Shadow Company,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS042002.7z,CBS042002,2002,CD,autobahn raser 2,Autobahn Raser 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS042002.7z,CBS042002,2002,CD,meistertrainer,Meistertrainer,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS052002.7z,CBS052002,2002,CD,gangsters,Gangsters,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS072002.7z,CBS072002,2002,CD,shadow man,Shadow Man,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS082002.7z,CBS082002,2002,CD,commandos hinter feindlichen linien,Commandos Hinter feindlichen Linien,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS092002.7z,CBS092002,2002,CD,der verkehrsgigant,Der Verkehrsgigant Gold,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS102002.7z,CBS102002,2002,CD,racing simulation 2,Racing Simulation 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS112002.7z,CBS112002,2002,CD,tomb raider 3,Tomb Raider 3,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2002/CBS122002.7z,CBS122002,2002,CD,autobahnraser 3,Autobahnraser 3,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS012003.7z,CBS012003,2003,CD,pizza connection 2,Pizza Connection 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS022003.7z,CBS022003,2003,CD,suzuki alstare extreme racing,Suzuki Alstare Extreme Racing,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS032003.7z,CBS032003,2003,CD,railroad tycoon 2,Railroad Tycoon 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS042003.7z,CBS042003,2003,CD,turok 2,Turok 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS052003.7z,CBS052003,2003,CD,urlaubsraser,Urlaubsraser,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS062003.7z,CBS062003,2003,CD,ground control,Ground Control,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS072003.7z,CBS072003,2003,CD,anno1602,Anno 1602,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS082003.7z,CBS082003,2003,CD,america,America,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS092003.7z,CBS092003,2003,CD,tomb raider 4 the last revelation,Tomb Raider 4 The Last Revelation,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS102003.7z,CBS102003,2003,CD,fritz,Fritz,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS102003.7z,CBS102003,2003,CD,usa racer,USA Racer,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS112003.7z,CBS112003,2003,CD,anstoss 3,Anstoss 3,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS122003 (CD1).7z,CBS122003 (CD1),2003, (CD1),anstoss action,Anstoss Action,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS122003 (CD1).7z,CBS122003 (CD1),2003, (CD1),zeus herrscher des olymp,Zeus Herrscher des Olymp,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS122003 (CD2).7z,CBS122003 (CD2),2003, (CD2),anstoss action,Anstoss Action,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2003/CBS122003 (CD2).7z,CBS122003 (CD2),2003, (CD2),zeus herrscher des olymp,Zeus Herrscher des Olymp,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS012004.7z,CBS012004,2004,CD,cossacks european wars,Cossacks European Wars,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS022004.7z,CBS022004,2004,CD,patrizier 2,Patrizier 2 Gold,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS032004 (CD1).7z,CBS032004 (CD1),2004, (CD1),autobahn raser 4,Autobahn Raser 4,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS032004 (CD1).7z,CBS032004 (CD1),2004, (CD1),ballerburg,Ballerburg,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS032004 (CD2).7z,CBS032004 (CD2),2004, (CD2),autobahn raser 4,Autobahn Raser 4,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS032004 (CD2).7z,CBS032004 (CD2),2004, (CD2),ballerburg,Ballerburg,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS042004.7z,CBS042004,2004,CD,battle realms,Battle Realms,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS052004.7z,CBS052004,2004,CD,emergency 2,Emergency 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS062004.7z,CBS062004,2004,CD,industrie gigant 2,Industrie Gigant 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS072004(CD1).7z,CBS072004(CD1),2004,(CD1),sheep,Sheep,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS072004(CD2).7z,CBS072004(CD2),2004,(CD2),sheep,Sheep,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS082004.7z,CBS082004,2004,CD,age of empires,Age of Empires Gold Edition,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS092004DVD.7z,CBS092004DVD,2004,DVD,aquanox 2,Aquanox 2,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS092004DVD.7z,CBS092004DVD,2004,DVD,project nomads,Project Nomads,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS102004DVD.7z,CBS102004DVD,2004,DVD,rollercoaster tycoon,Rollercoaster Tycoon,vollversion-fullversion,high,full_version,vollversion-fullversion
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,arena wars,Arena Wars,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,armies of exigo,Armies of Exigo,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,aura tor zur ewigkeit,Aura Tor zur Ewigkeit,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,battlefield vietnam,Battlefield Vietnam,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,colin mc rae rally2005,Colin Mc Rae Rally 2005,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,divx 5,Divx 5,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,empires die neuzeit,Empires Die Neuzeit,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,evil genius,Evil Genius,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,fette sau xs,Fette Sau XS,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,fire department,Fire Department,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,flatout,Flatout,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,gotcha,Gotcha!,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,half life 2,Half Life 2,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,imperial glory,Imperial Glory,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,largo winch,Largo Winch,"disc-manifest-path,disc-metadata-value",high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,medieval lords,Medieval Lords,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,mighty jack hammer,Mighty Jack Hammer,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,moorhuhn wanted xs,Moorhuhn Wanted XS,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,obscure,Obscure,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,ping flipper,Ping Flipper,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,port royale 2,Port Royale 2,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,restricted area,Restricted Area,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,sid meier s pirates,Sid Meier's Pirates!,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,siedler das erbe der k nige,Siedler Das Erbe der Könige,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,space corps armageddon,Space Corps Armageddon,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,splinter cell chaos theory,Splinter Cell Chaos Theory,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,the moment of silence,The Moment of Silence,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,tiger woods pga tour2005,Tiger Woods PGA Tour 2005,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,tony hawk underground 2,Tony Hawk Underground 2,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,top spin,Top Spin,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,world of warcraft,World of Warcraft,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS112004DVD.7z,CBS112004DVD,2004,DVD,zoo empire,Zoo Empire,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,airlines tycoon deluxe,Airlines Tycoon Deluxe,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,arena wars,Arena Wars,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,children of the nile,Children of the Nile,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,club football2005,Club Football 2005,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,codename panzers,Codename Panzers,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,crashday,Crashday,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,crazy machines,Crazy Machines,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,die siedler,Die Siedler,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,dino island,Dino Island,"disc-manifest-path,disc-metadata-value",high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,divx 5,Divx 5,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,earth2160,Earth 2160,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,fifa football2005,FIFA Football 2005,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,gta san andreas,GTA San Andreas,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,halo kampf um die zukunft,Halo Kampf um die Zukunft,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,knights of honor,Knights of Honor,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,kult heretic kingdoms,Kult Heretic Kingdoms,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,microsoft flight simulator98,Microsoft Flight Simulator 98,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,midnight club 3,Midnight Club 3,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,moorhuhn wanted,Moorhuhn Wanted,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,outlaw golf 2,Outlaw Golf 2,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,pacific fighters,Pacific Fighters,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,pings basketball,Pings Basketball,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,psychotoxic,Psychotoxic,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,ragnarok,Ragnarok,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,rc cars,RC Cars,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,sacred,Sacred,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,sataan,Sataan,disc-metadata-value,high,unknown,singleword-titlecase
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,scorched 3d,Scorched 3 D,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,soeldner secret wars,Soeldner Secret Wars,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,speed bowling,Speed Bowling,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,steel saviour,Steel Saviour,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,surf attack,Surf Attack,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,the partners,The Partners,"disc-manifest-path,disc-metadata-value",high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,tribes vengeance,Tribes Vengeance,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,unreal tournament2004,Unreal Tournament 2004,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,wings of wars,Wings of Wars,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,xpand rally,Xpand Rally,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2004/CBS122004DVD.7z,CBS122004DVD,2004,DVD,zoo empire tier memory,Zoo Empire Tier Memory,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,alternate flip,Alternate Flip,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,antira mexiko,"Antira, Mexiko",disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,arena wars v 1 1,Arena Wars v 1 1,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,armor digit,armor digit,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,atlantis evolution,Atlantis Evolution,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,camera lock ax,camera lock ax,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chat room,CHAT ROOM,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk alternate flip,Chk Alternate flip,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk linseneffekte,Chk Linseneffekte,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk partikel,Chk Partikel,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk pixelzentrierung,Chk Pixelzentrierung,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk schatten,Chk Schatten,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk texturen,Chk Texturen,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,chk tooltips,Chk Tooltips,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,christmas bound,Christmas Bound,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,cold zero the last stand,Cold Zero The Last Stand,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,cycek nad new,CYCEK NAD NEW GAME,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das ausbildungscamp,Das Ausbildungscamp,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das bergwerk,Das Bergwerk,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das chinesische viertel,Das chinesische Viertel,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das geheimlabor,Das Geheimlabor,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,das hafenviertel,Das Hafenviertel,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der bunker,Der Bunker,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der hobbit v 1,Der Hobbit v 1,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der trakt,Der Trakt,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,der wohnwagen,Der Wohnwagen,disc-metadata-value,high,unknown,multiword
cbs-2000-09,2005/CBS012005DVD.7z,CBS012005DVD,2005,DVD,die fischverladestelle,Die Fischverladestelle,disc-metadata-value,high,unknown,multiword
